Student Number,Gender,Race Ethnicity,Parental Education,Lunch,Test Preparation,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade
std-5327,Female,group E,high school,0,1,56,55,100,54,265,B
std-5328,Female,group C,some high school,1,1,63,88,77,87,315,B
std-5329,Female,group E,master's degree,1,0,73,65,54,58,250,B
std-5330,Female,group C,high school,0,0,57,35,72,77,241,C
std-5331,Female,group C,some college,0,0,77,58,88,92,315,B
std-5332,Female,group B,some high school,0,1,54,42,68,100,264,B
std-5333,Female,group B,bachelor's degree,1,1,65,47,75,94,281,B
std-5334,Female,group C,some college,0,1,100,36,93,83,312,B
std-5335,Female,group B,some high school,0,0,54,93,28,38,213,C
std-5336,Female,group D,master's degree,1,0,65,88,94,46,293,B
std-5337,Female,group E,some high school,1,1,44,53,100,57,254,B
std-5338,Female,group B,some high school,0,1,53,63,77,60,253,B
std-5339,Female,group E,some high school,0,0,43,81,97,46,267,B
std-5340,Female,group B,associate's degree,1,0,93,69,48,75,285,B
std-5341,Female,group A,high school,0,0,83,70,80,73,306,B
std-5342,Female,group C,some college,0,0,93,74,96,55,318,B
std-5343,Female,group C,some college,0,0,34,86,73,85,278,B
std-5344,Female,group A,associate's degree,1,1,41,100,78,58,277,B
std-5345,Female,group E,some high school,0,1,36,62,59,97,254,B
std-5346,Female,group C,some high school,1,0,27,65,57,73,222,C
std-5347,Female,group C,associate's degree,1,1,53,74,49,75,251,B
std-5348,Female,group B,some college,1,0,96,42,87,89,314,B
std-5349,Female,group B,some college,1,0,34,59,60,66,219,C
std-5350,Female,group D,bachelor's degree,0,0,27,40,94,71,232,C
std-5351,Female,group C,high school,1,0,69,94,41,79,283,B
std-5352,Female,group C,high school,0,1,41,93,64,49,247,C
std-5353,Female,group C,high school,1,1,71,57,80,93,301,B
std-5354,Female,group D,associate's degree,1,0,60,41,88,93,282,B
std-5355,Female,group E,high school,1,0,27,79,74,80,260,B
std-5356,Female,group C,some college,0,0,63,93,64,71,291,B
std-5357,Female,group B,some college,0,0,69,95,100,66,330,A
std-5358,Female,group D,high school,0,0,69,100,80,60,309,B
std-5359,Female,group E,associate's degree,1,0,41,45,100,65,251,B
std-5360,Female,group A,high school,1,0,74,58,59,68,259,B
std-5361,Female,group C,high school,0,1,54,100,79,54,287,B
std-5362,Female,group C,high school,0,0,65,38,51,80,234,C
std-5363,Female,group E,associate's degree,0,0,92,87,54,57,290,B
std-5364,Female,group B,bachelor's degree,0,0,64,40,94,52,250,B
std-5365,Female,group D,some high school,1,1,45,78,95,85,303,B
std-5366,Female,group D,some high school,0,1,74,61,86,79,300,B
std-5367,Female,group B,associate's degree,1,0,57,38,89,52,236,C
std-5368,Female,group C,associate's degree,0,1,68,53,95,40,256,B
std-5369,Female,group C,bachelor's degree,0,1,83,74,64,50,271,B
std-5370,Female,group D,associate's degree,1,1,82,55,77,47,261,B
std-5371,Female,group D,some high school,1,0,94,45,76,39,254,B
std-5372,Female,group C,some high school,1,0,63,73,68,67,271,B
std-5373,Female,group B,some college,1,1,43,40,81,69,233,C
std-5374,Female,group C,some high school,1,0,54,64,94,58,270,B
std-5375,Female,group C,some high school,0,0,61,32,81,88,262,B
std-5376,Female,group D,high school,1,1,27,73,78,82,260,B
std-5377,Female,group A,some high school,1,1,53,72,56,100,281,B
std-5378,Female,group C,some high school,1,1,49,93,76,74,292,B
std-5379,Female,group B,master's degree,1,0,62,78,82,78,300,B
std-5380,Female,group A,some college,1,1,69,68,44,56,237,C
std-5381,Female,group C,some college,0,0,72,72,70,65,279,B
std-5382,Female,group A,associate's degree,0,0,67,43,91,70,271,B
std-5383,Female,group C,high school,1,1,74,84,72,96,326,A
std-5384,Female,group E,master's degree,1,0,27,77,71,83,258,B
std-5385,Female,group C,high school,1,0,63,89,80,89,321,A
std-5386,Female,group E,bachelor's degree,0,0,60,66,87,80,293,B
std-5387,Female,group B,bachelor's degree,1,1,92,62,80,62,296,B
std-5388,Female,group A,some college,1,1,88,84,80,62,314,B
std-5389,Female,group C,some high school,1,0,60,90,65,77,292,B
std-5390,Female,group C,some high school,1,0,69,95,72,34,270,B
std-5391,Female,group C,high school,0,1,65,46,58,69,238,C
std-5392,Female,group D,associate's degree,1,0,76,53,64,62,255,B
std-5393,Female,group C,some high school,0,0,92,77,87,42,298,B
std-5394,Female,group C,some college,1,0,95,58,84,86,323,A
std-5395,Female,group D,high school,1,0,60,55,83,31,229,C
std-5396,Female,group D,some college,1,0,65,93,95,63,316,B
std-5397,Female,group E,associate's degree,1,0,75,81,61,68,285,B
std-5398,Female,group D,bachelor's degree,1,0,95,42,83,57,277,B
std-5399,Female,group E,associate's degree,1,0,76,54,61,71,262,B
std-5400,Female,group D,some high school,0,1,61,91,100,50,302,B
std-5401,Female,group C,high school,1,1,48,53,96,98,295,B
std-5402,Female,group D,high school,0,0,96,52,97,42,287,B
std-5403,Female,group C,bachelor's degree,0,0,67,75,46,84,272,B
std-5404,Female,group C,associate's degree,0,0,89,28,46,41,204,C
std-5405,Female,group D,some high school,1,0,47,68,49,89,253,B
std-5406,Female,group A,high school,1,0,43,64,37,31,175,D
std-5407,Female,group B,associate's degree,1,0,52,57,100,69,278,B
std-5408,Female,group C,bachelor's degree,1,0,64,72,70,59,265,B
std-5409,Female,group B,some high school,1,0,80,57,77,98,312,B
std-5410,Female,group B,some high school,1,1,47,64,94,87,292,B
std-5411,Female,group A,associate's degree,1,0,82,43,78,53,256,B
std-5412,Female,group C,master's degree,1,1,54,87,39,58,238,C
std-5413,Female,group C,some college,1,0,58,57,65,98,278,B
std-5414,Female,group B,master's degree,0,0,27,76,68,29,200,C
std-5415,Female,group D,associate's degree,0,0,63,92,60,71,286,B
std-5416,Female,group E,some high school,1,1,97,58,45,30,230,C
std-5417,Female,group D,some high school,1,1,57,48,63,89,257,B
std-5418,Female,group D,some college,1,0,79,57,92,88,316,B
std-5419,Female,group A,high school,1,1,40,68,72,72,252,B
std-5420,Female,group E,associate's degree,1,1,45,77,72,64,258,B
std-5421,Female,group C,bachelor's degree,1,1,49,77,91,74,291,B
std-5422,Female,group D,associate's degree,1,0,65,86,72,73,296,B
std-5423,Female,group D,some college,1,1,52,46,82,80,260,B
std-5424,Female,group C,some college,0,0,76,84,66,45,271,B
std-5425,Female,group D,associate's degree,1,1,32,86,70,35,223,C
std-5426,Female,group D,associate's degree,0,0,65,56,90,54,265,B
std-5427,Female,group D,associate's degree,1,1,60,70,85,64,279,B
std-5428,Female,group E,some college,0,1,65,56,70,78,269,B
std-5429,Female,group C,bachelor's degree,1,0,60,61,100,95,316,B
std-5430,Female,group D,associate's degree,1,0,100,42,59,78,279,B
std-5431,Female,group C,high school,0,0,57,92,75,91,315,B
std-5432,Female,group D,some high school,0,1,41,80,97,77,295,B
std-5433,Female,group B,bachelor's degree,1,0,97,45,83,89,314,B
std-5434,Female,group D,some high school,1,1,76,57,74,100,307,B
std-5435,Female,group A,high school,1,1,58,88,83,84,313,B
std-5436,Female,group E,bachelor's degree,1,0,30,96,93,57,276,B
std-5437,Female,group B,associate's degree,1,1,44,56,97,95,292,B
std-5438,Female,group E,high school,0,0,100,79,83,56,318,B
std-5439,Female,group D,associate's degree,1,1,70,55,91,88,304,B
std-5440,Female,group B,high school,0,0,100,55,92,33,280,B
std-5441,Female,group A,some high school,0,1,58,67,81,81,287,B
std-5442,Female,group C,bachelor's degree,1,1,84,84,87,73,328,A
std-5443,Female,group E,high school,1,1,81,72,41,56,250,B
std-5444,Female,group D,associate's degree,1,1,59,62,70,52,243,C
std-5445,Female,group C,bachelor's degree,1,0,75,67,66,90,298,B
std-5446,Female,group C,some high school,1,0,59,86,58,84,287,B
std-5447,Female,group D,master's degree,1,1,46,73,96,64,279,B
std-5448,Female,group D,some high school,1,1,77,38,87,69,271,B
std-5449,Female,group A,associate's degree,0,0,94,50,28,76,248,C
std-5450,Female,group D,some high school,0,0,64,97,58,87,306,B
std-5451,Female,group E,high school,1,0,74,80,74,68,296,B
std-5452,Female,group D,associate's degree,1,0,61,76,72,63,272,B
std-5453,Female,group A,master's degree,0,1,54,87,86,74,301,B
std-5454,Female,group B,associate's degree,1,0,87,93,64,62,306,B
std-5455,Female,group D,some high school,1,1,59,70,59,51,239,C
std-5456,Female,group A,some high school,1,1,34,72,63,77,246,C
std-5457,Female,group D,high school,0,0,72,48,99,70,289,B
std-5458,Female,group E,bachelor's degree,0,1,67,88,91,83,329,A
std-5459,Female,group C,some high school,0,1,80,37,82,76,275,B
std-5460,Female,group C,associate's degree,1,1,93,43,71,92,299,B
std-5461,Female,group B,some high school,1,0,49,35,91,54,229,C
std-5462,Female,group D,associate's degree,1,0,63,71,41,70,245,C
std-5463,Female,group C,associate's degree,0,0,43,72,94,62,271,B
std-5464,Female,group E,some college,1,0,61,70,79,93,303,B
std-5465,Female,group E,some college,1,0,59,81,88,82,310,B
std-5466,Female,group B,some college,1,0,87,93,60,37,277,B
std-5467,Female,group D,associate's degree,0,0,48,45,45,49,187,D
std-5468,Female,group D,some college,1,0,61,71,75,31,238,C
std-5469,Female,group A,some college,0,0,95,47,46,82,270,B
std-5470,Female,group A,high school,1,0,71,26,94,42,233,C
std-5471,Female,group D,some college,1,1,52,85,70,39,246,C
std-5472,Female,group D,high school,1,1,53,41,73,64,231,C
std-5473,Female,group B,bachelor's degree,1,0,52,72,76,69,269,B
std-5474,Female,group E,some high school,1,1,51,89,85,68,293,B
std-5475,Female,group A,some high school,1,1,62,86,90,59,297,B
std-5476,Female,group B,some high school,0,1,74,66,89,59,288,B
std-5477,Female,group A,high school,1,0,55,85,70,45,255,B
std-5478,Female,group D,associate's degree,1,0,49,76,75,88,288,B
std-5479,Female,group C,some high school,1,0,33,79,81,59,252,B
std-5480,Female,group E,master's degree,1,1,84,67,78,59,288,B
std-5481,Female,group A,some college,0,0,32,73,74,93,272,B
std-5482,Female,group C,high school,1,1,89,80,75,90,334,A
std-5483,Female,group D,master's degree,1,0,70,98,69,72,309,B
std-5484,Female,group C,some college,0,1,49,54,100,77,280,B
std-5485,Female,group B,some college,0,1,67,78,81,25,251,B
std-5486,Female,group C,high school,1,1,51,65,34,70,220,C
std-5487,Female,group A,some high school,1,1,71,63,57,45,236,C
std-5488,Female,group E,some high school,1,1,61,55,98,65,279,B
std-5489,Female,group A,bachelor's degree,1,0,81,79,77,65,302,B
std-5490,Female,group B,some college,1,1,72,74,91,39,276,B
std-5491,Female,group D,some college,1,0,44,41,70,79,234,C
std-5492,Female,group A,some high school,0,0,72,66,62,58,258,B
std-5493,Female,group C,master's degree,0,1,44,83,56,72,255,B
std-5494,Female,group C,bachelor's degree,1,0,60,100,80,85,325,A
std-5495,Female,group D,some college,1,1,67,50,96,68,281,B
std-5496,Female,group C,bachelor's degree,0,0,27,100,74,88,289,B
std-5497,Female,group C,high school,1,1,64,51,82,60,257,B
std-5498,Female,group C,some high school,1,0,60,61,65,94,280,B
std-5499,Female,group C,high school,1,0,90,88,82,54,314,B
std-5500,Female,group C,high school,0,0,71,76,67,94,308,B
std-5501,Female,group E,some college,1,1,76,48,100,55,279,B
std-5502,Female,group C,some high school,1,1,60,64,78,78,280,B
std-5503,Female,group C,high school,1,1,84,84,97,82,347,A
std-5504,Female,group B,high school,1,0,83,75,56,41,255,B
std-5505,Female,group D,master's degree,1,0,95,47,88,100,330,A
std-5506,Female,group C,some college,0,0,94,56,82,39,271,B
std-5507,Female,group B,some college,1,0,78,85,86,42,291,B
std-5508,Female,group C,high school,0,0,50,68,69,69,256,B
std-5509,Female,group E,some high school,1,1,35,52,85,81,253,B
std-5510,Female,group C,some college,0,0,55,100,30,60,245,C
std-5511,Female,group C,some high school,1,1,64,69,57,79,269,B
std-5512,Female,group E,some college,0,0,40,99,100,84,323,A
std-5513,Female,group D,some high school,1,0,82,65,90,71,308,B
std-5514,Female,group E,high school,1,1,53,68,100,63,284,B
std-5515,Female,group B,some high school,0,0,96,61,85,68,310,B
std-5516,Female,group C,some college,0,0,66,90,81,87,324,A
std-5517,Female,group B,some college,1,0,75,30,55,90,250,B
std-5518,Female,group C,high school,1,0,82,90,69,65,306,B
std-5519,Female,group C,some high school,0,1,74,69,80,75,298,B
std-5520,Female,group D,bachelor's degree,1,0,75,66,93,74,308,B
std-5521,Female,group D,some high school,1,1,62,83,89,52,286,B
std-5522,Female,group B,associate's degree,1,1,75,37,100,62,274,B
std-5523,Female,group E,some college,0,0,72,42,79,83,276,B
std-5524,Female,group D,high school,1,1,70,23,100,98,291,B
std-5525,Female,group C,some high school,1,1,64,69,69,78,280,B
std-5526,Female,group C,master's degree,0,1,70,72,59,81,282,B
std-5527,Female,group E,some high school,0,0,68,66,57,80,271,B
std-5528,Female,group D,bachelor's degree,1,1,57,70,54,66,247,C
std-5529,Female,group C,some college,1,0,53,23,100,70,246,C
std-5530,Female,group C,some college,1,0,66,61,55,79,261,B
std-5531,Female,group B,associate's degree,0,0,78,58,83,43,262,B
std-5532,Female,group A,some high school,1,1,36,78,100,99,313,B
std-5533,Female,group C,some college,1,1,75,97,93,90,355,A
std-5534,Female,group C,some college,1,1,56,82,90,52,280,B
std-5535,Female,group C,master's degree,1,0,44,33,66,36,179,D
std-5536,Female,group E,high school,1,0,92,63,76,75,306,B
std-5537,Female,group C,some high school,1,0,27,97,99,84,307,B
std-5538,Female,group E,some college,1,0,77,65,73,81,296,B
std-5539,Female,group B,some high school,1,0,65,79,94,83,321,A
std-5540,Female,group A,associate's degree,1,0,82,69,40,78,269,B
std-5541,Female,group A,some high school,1,1,50,53,92,87,282,B
std-5542,Female,group D,associate's degree,1,0,28,45,100,78,251,B
std-5543,Female,group E,high school,0,0,67,100,42,69,278,B
std-5544,Female,group D,associate's degree,0,1,41,51,82,76,250,B
std-5545,Female,group E,high school,1,0,53,95,80,81,309,B
std-5546,Female,group D,high school,1,1,69,79,88,68,304,B
std-5547,Female,group C,bachelor's degree,1,1,38,87,66,75,266,B
std-5548,Female,group C,some high school,0,1,63,49,73,61,246,C
std-5549,Female,group A,high school,1,1,58,80,82,76,296,B
std-5550,Female,group B,some high school,1,0,52,52,49,84,237,C
std-5551,Female,group D,high school,1,0,77,97,81,74,329,A
std-5552,Female,group C,high school,1,1,69,64,100,84,317,B
std-5553,Female,group C,master's degree,0,0,75,90,38,68,271,B
std-5554,Female,group C,high school,1,1,35,58,64,53,210,C
std-5555,Female,group D,some high school,0,0,42,72,88,74,276,B
std-5556,Female,group E,high school,1,0,76,56,78,66,276,B
std-5557,Female,group D,associate's degree,1,1,47,59,87,90,283,B
std-5558,Female,group C,some college,0,1,63,40,98,81,282,B
std-5559,Female,group B,associate's degree,1,0,68,44,82,70,264,B
std-5560,Female,group B,master's degree,1,1,59,66,84,91,300,B
std-5561,Female,group C,high school,0,0,31,62,67,44,204,C
std-5562,Female,group D,associate's degree,1,0,65,82,97,66,310,B
std-5563,Female,group D,associate's degree,1,1,52,36,59,73,220,C
std-5564,Female,group E,some high school,0,0,87,70,84,73,314,B
std-5565,Female,group A,high school,0,0,44,76,81,37,238,C
std-5566,Female,group E,bachelor's degree,1,0,49,50,100,61,260,B
std-5567,Female,group C,some high school,1,0,46,100,80,81,307,B
std-5568,Female,group B,some college,1,0,71,62,69,48,250,B
std-5569,Female,group E,some college,1,0,84,78,99,77,338,A
std-5570,Female,group D,some high school,0,0,94,56,33,34,217,C
std-5571,Female,group D,high school,1,1,35,51,100,90,276,B
std-5572,Female,group C,associate's degree,1,0,60,96,76,85,317,B
std-5573,Female,group D,some high school,0,0,78,63,76,62,279,B
std-5574,Female,group D,master's degree,1,1,58,69,77,70,274,B
std-5575,Female,group B,some high school,0,1,72,34,71,92,269,B
std-5576,Female,group C,associate's degree,0,1,59,68,96,84,307,B
std-5577,Female,group D,some college,1,1,89,71,100,64,324,A
std-5578,Female,group C,master's degree,1,0,47,84,100,81,312,B
std-5579,Female,group E,high school,1,0,74,82,70,85,311,B
std-5580,Female,group D,associate's degree,0,1,95,55,74,28,252,B
std-5581,Female,group C,master's degree,1,0,84,71,56,97,308,B
std-5582,Female,group C,some high school,1,1,85,94,89,50,318,B
std-5583,Female,group D,high school,1,0,28,77,87,65,257,B
std-5584,Female,group E,high school,1,0,71,60,82,74,287,B
std-5585,Female,group C,some college,1,1,74,74,82,35,265,B
std-5586,Female,group D,some high school,0,0,96,40,100,57,293,B
std-5587,Female,group D,some high school,1,1,64,51,73,58,246,C
std-5588,Female,group C,high school,0,0,100,72,72,84,328,A
std-5589,Female,group B,some high school,1,0,72,79,93,48,292,B
std-5590,Female,group B,associate's degree,1,1,75,52,83,47,257,B
std-5591,Female,group D,some high school,1,1,63,72,79,94,308,B
std-5592,Female,group E,high school,1,1,91,60,79,61,291,B
std-5593,Female,group D,high school,0,0,76,48,60,57,241,C
std-5594,Female,group B,some high school,1,0,42,60,98,95,295,B
std-5595,Female,group D,high school,1,0,88,63,78,65,294,B
std-5596,Female,group A,some college,1,0,64,46,63,61,234,C
std-5597,Female,group A,master's degree,1,1,62,67,100,100,329,A
std-5598,Female,group A,some high school,1,0,83,34,30,50,197,D
std-5599,Female,group C,bachelor's degree,0,0,54,54,75,66,249,C
std-5600,Female,group C,some college,1,0,50,100,70,77,297,B
std-5601,Female,group D,some high school,1,0,68,74,92,75,309,B
std-5602,Female,group A,some high school,1,1,73,71,90,61,295,B
std-5603,Female,group A,high school,1,0,83,41,83,67,274,B
std-5604,Female,group B,some high school,1,1,78,32,100,99,309,B
std-5605,Female,group D,associate's degree,0,0,99,41,80,56,276,B
std-5606,Female,group E,high school,1,1,82,67,67,59,275,B
